Salesforce Account Name,Simplified Platform Tier,Account Type,Is Ela Subscription,Is Pbf,Account Connections Cost,Account DLW Cost,Account Annualized Cost,Annualized Revenue,Account Cost Margin,# of Syncing Connections,Total Donkey Runtime (hrs),Minimum ARR (70% Margin - Compute),Ideal ARR (95% Margin - Compute),Account Connections Cost (Grand Total),Account DLW Cost (Grand Total),Account Annualized Cost (Grand Total),Annualized Revenue (Grand Total),Account Cost Margin (Grand Total),# of Syncing Connections (Grand Total),Total Donkey Runtime (hrs) (Grand Total),Minimum ARR (70% Margin - Compute) (Grand Total),Ideal ARR (95% Margin - Compute) (Grand Total)
ABN_Digital,Freemium,Customer,false,false,190.61198342727153,0.0,190.61198342727153,0.0,,12,146.3663,635.3732780909052,3812.2396685454305,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Standley's Systems, Inc",Standard,Customer,false,false,190.55753066693285,0.0,190.55753066693285,549.12,0.6529765248635402,6,53.615287222222236,635.1917688897762,3811.150613338657,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
UX Design Institute,Standard,Customer,false,false,190.36502921692866,0.0,190.36502921692866,2635.32,0.9277639796241335,7,52.42128666666666,634.5500973897622,3807.300584338573,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Vengine gmbh,Standard,Customer,false,false,190.2390954246182,0.0,190.2390954246182,24943.92,0.9923733280324577,6,59.32864666666667,634.1303180820607,3804.781908492364,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Kandu Health™,Enterprise,Customer,false,false,190.12885638808302,0.0,190.12885638808302,7158.0,0.9734382709712094,4,57.41852611111109,633.7628546269434,3802.5771277616604,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Quinyx AB,Standard,Customer,false,false,190.04441578300222,0.0,190.04441578300222,3940.2,0.9517678250385762,12,18.892386388888895,633.4813859433408,3800.888315660044,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Peak Design,Standard,Customer,false,false,189.9958597192017,0.0,189.9958597192017,21752.28,0.9912654737931287,12,58.42276638888892,633.319532397339,3799.917194384034,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Lingoda GmbH,Standard,Customer,false,false,189.90862337162656,0.0,189.90862337162656,23847.6,0.9920365729309605,19,99.62921472222223,633.0287445720886,3798.172467432531,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
OJO_Home_Canada_LTD,BCF,Previous Customer,false,false,189.84122515827568,0.0,189.84122515827568,361.2,0.47441521274010057,25,21.231993611111108,632.8040838609189,3796.8245031655133,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Dataiku Inc (Customer),Standard,Customer,false,true,189.72852285038755,0.0,189.72852285038755,54.48,-2.482535294610638,3,31.411231388888893,632.4284095012919,3794.570457007751,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Cobry (Partner),,Partner,false,false,189.67604861564297,0.0,189.67604861564297,0.0,,3,49.00568638888888,632.2534953854766,3793.520972312859,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Deichmann SE,Standard,Customer,false,false,189.4840188308043,0.0,189.4840188308043,3658.8,0.9482114302965988,23,170.75000888888889,631.613396102681,3789.680376616086,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Intelligems,Standard,Customer,false,false,189.09834137198933,0.0,189.09834137198933,18509.52,0.9897837252736976,7,48.366936388888895,630.3278045732978,3781.9668274397864,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Origin,Standard,Customer,false,false,188.99460939107263,0.0,188.99460939107263,6709.8,0.9718330487658242,8,109.24450694444444,629.9820313035755,3779.8921878214524,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
objego GmbH,Standard,Customer,false,false,188.6503351357645,0.0,188.6503351357645,5819.16,0.9675811740636511,5,73.07699305555555,628.8344504525484,3773.0067027152895,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Brevy,BCF,Customer,false,false,188.59435985406782,0.0,188.59435985406782,4604.52,0.9590414723241363,4,21.181234444444446,628.6478661802261,3771.887197081356,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pluton,Enterprise,Customer,false,false,188.35495188655278,0.0,188.35495188655278,7.8,-23.148070754686255,1,27.762577222222223,627.8498396218426,3767.0990377310554,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
pathsynch_labs,Standard,Customer,false,false,188.28923615587078,0.0,188.28923615587078,4.56,-40.29149915698921,6,123.79157916666666,627.6307871862359,3765.7847231174155,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Bathhouse_Holdings,Standard,Customer,false,false,188.24404030286593,0.0,188.24404030286593,27973.2,0.9932705575228123,18,109.53721666666662,627.4801343428865,3764.8808060573183,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Pit&Pit,Standard,Customer,false,false,188.02479378897021,0.0,188.02479378897021,11076.84,0.9830254121401979,10,84.41505000000001,626.7493126299007,3760.4958757794043,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Baba Entertainment,Standard,Customer,false,false,187.9845666379484,0.0,187.9845666379484,297.96,0.3690946212983339,11,140.8069877777778,626.6152221264947,3759.6913327589677,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Midnight Health,Standard,Customer,false,false,187.9274634748446,0.0,187.9274634748446,8463.12,0.9777945410823852,9,34.16784277777777,626.4248782494819,3758.5492694968916,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Escape_Trailer_Industries,Standard,Customer,false,false,0.0,187.87781127110514,187.87781127110514,990.0,0.8102244330594898,1,6.753715277777777,626.2593709036838,3757.5562254221027,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CIL Management Consultants Ltd,Standard,Customer,false,false,187.8282888609668,0.0,187.8282888609668,36755.16,0.9948897436751475,10,58.32625638888889,626.0942962032227,3756.565777219336,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Othor_AI,,Prospect,false,false,187.78390804920025,0.0,187.78390804920025,0.0,,41,27.629157777777777,625.9463601640009,3755.678160984005,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Premiere_Group,Standard,Customer,false,false,187.7301708217307,0.0,187.7301708217307,792.4800000000001,0.7631105254117068,70,41.37754111111113,625.7672360724357,3754.603416434614,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Schneider_Geospatial,Standard,Customer,false,false,187.56376535684998,0.0,187.56376535684998,1361.16,0.8622029993851935,9,64.69366777777779,625.2125511895,3751.2753071369993,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Atypon Systems Incorporated,Standard,Customer,false,false,187.47959429625297,0.0,187.47959429625297,5914.32,0.9683007354528917,1,127.72603694444443,624.93198098751,3749.591885925059,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Bluerock Institutional High Income Credit Fund, LLC",Standard,Customer,false,false,187.4746475683361,0.0,187.4746475683361,14112.720000000001,0.9867159096497106,6,45.507526666666664,624.9154918944537,3749.492951366722,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Quantegy Analytics,Standard,Customer,false,false,187.22725067635565,0.0,187.22725067635565,17.52,-9.686486910750894,3,32.29774555555556,624.0908355878522,3744.545013527113,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Manual_to,Freemium,Prospect,false,false,187.1069524497333,0.0,187.1069524497333,0.0,,2,35.18907722222222,623.689841499111,3742.139048994666,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CCM Hockey,Standard,Customer,false,false,187.00573193153025,0.0,187.00573193153025,14611.679999999998,0.9872016269223299,19,18.952145555555557,623.3524397717675,3740.114638630605,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Nuna Health,,Prospect,false,false,186.9951995249129,0.0,186.9951995249129,0.0,,10,79.50939666666666,623.3173317497096,3739.903990498258,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Terra.do,Freemium,Prospect,false,false,186.8910450826282,0.0,186.8910450826282,0.0,,1,46.26994166666667,622.9701502754274,3737.820901652564,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Malbon,Standard,Customer,false,false,186.7859025519802,0.0,186.7859025519802,7517.76,0.9751540482069153,6,68.04911333333332,622.6196751732674,3735.718051039604,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Electronic Arts IT,BCF,Customer,false,false,186.6486464224122,0.0,186.6486464224122,3082.560000000001,0.9394501172978265,32,137.2867455555556,622.162154741374,3732.972928448244,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Calgary Sports and Entertainment Corporation,,Customer,false,false,186.5534193478274,0.0,186.5534193478274,0.0,,2,76.16691444444444,621.8447311594247,3731.068386956548,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Rabbit,Standard,Customer,false,false,186.50663842014407,0.0,186.50663842014407,675.72,0.7239882815069199,1,170.39922194444446,621.6887947338136,3730.132768402881,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Healthchannels,Standard,Customer,false,false,186.40258247217167,0.0,186.40258247217167,1739.8799999999999,0.8928646903969402,7,38.03595194444444,621.3419415739056,3728.0516494434332,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Data Roots,,Prospect,false,false,0.0,186.2488741011742,186.2488741011742,0.0,,4,1.4826875000000002,620.8295803372474,3724.977482023484,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Outschool , Inc",Standard,Customer,false,false,186.1403501165431,0.0,186.1403501165431,10420.32,0.9821367913733414,9,57.229278888888885,620.4678337218103,3722.8070023308615,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Felux,Freemium,Prospect,false,false,186.09265960987142,0.0,186.09265960987142,0.0,,4,36.541759166666665,620.3088653662381,3721.853192197428,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ScatterPie Analytics,Freemium,Prospect,false,false,186.05653776302336,0.0,186.05653776302336,0.0,,8,27.566201666666668,620.1884592100779,3721.130755260467,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tort Experts,Standard,Customer,false,false,186.03643803927997,0.0,186.03643803927997,3312.72,0.9438417861940399,4,191.5185886111111,620.1214601309333,3720.728760785599,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
RVezy.com,Standard,Customer,false,false,185.99044117771064,0.0,185.99044117771064,6801.840000000001,0.9726558635343215,6,43.13449583333333,619.9681372590355,3719.8088235542127,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Served with Honor, LLC.",Standard,Previous Customer,false,false,185.59084101695115,0.0,185.59084101695115,11572.200000000003,0.9839623545205793,24,138.27360333333334,618.6361367231705,3711.816820339023,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Telyrx, LLC",Standard,Customer,false,false,185.52936700988522,0.0,185.52936700988522,31612.08,0.9941310610687469,8,58.843498333333336,618.4312233662841,3710.587340197704,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Wisevu,Freemium,Prospect,false,false,185.33081187680713,0.0,185.33081187680713,0.0,,6,33.09171583333334,617.7693729226904,3706.6162375361423,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
chalk_ai,Standard,Customer,false,false,185.11544393893217,0.0,185.11544393893217,2314.92,0.9200337618842412,7,45.66838138888889,617.0514797964406,3702.3088787786432,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
autopediacar.com,Standard,Customer,false,false,185.11097822955887,0.0,185.11097822955887,2.28,-80.18902553928021,6,17.23946166666667,617.0365940985296,3702.219564591177,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Boundless Immigration,Standard,Customer,false,false,185.06094845917707,0.0,185.06094845917707,20540.759999999995,0.9909905500838734,15,47.96237111111112,616.8698281972569,3701.218969183541,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PURELEI,Standard,Customer,false,false,185.03352646282838,0.0,185.03352646282838,24788.28,0.9925354431020293,8,116.70758972222225,616.7784215427613,3700.6705292565675,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Maniko,Standard,Customer,false,false,184.8872074795285,0.0,184.8872074795285,33976.44,0.9945583702271478,18,80.21520333333333,616.2906915984285,3697.74414959057,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
KlickBoost_GmbH,Freemium,Prospect,false,false,184.86193785760952,0.0,184.86193785760952,0.0,,1,25.49256638888889,616.2064595253651,3697.2387571521904,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Houston Christian University,,Prospect,false,false,184.7950258321685,0.0,184.7950258321685,0.0,,80,67.4725225,615.9834194405618,3695.90051664337,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PlanetBids,Standard,Customer,false,false,184.72868805031655,0.0,184.72868805031655,5643.6,0.967267579550231,4,48.28130166666667,615.7622935010552,3694.5737610063306,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Cake,Freemium,Prospect,false,false,184.68683535028262,0.0,184.68683535028262,0.0,,42,120.15166361111113,615.6227845009421,3693.736707005652,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Telmi,BCF,Customer,false,true,184.5351919984694,0.0,184.5351919984694,708.0,0.7393570734484896,24,44.62567722222223,615.1173066615647,3690.703839969388,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
schoolbytes.education,Standard,Customer,false,false,184.36571847255993,0.0,184.36571847255993,13354.08,0.9861940531678288,8,46.72783694444444,614.5523949085332,3687.3143694511987,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
iConnections,Enterprise,Customer,false,false,184.31557418814123,0.0,184.31557418814123,23540.520000000004,0.9921702845056889,15,54.703052222222226,614.3852472938041,3686.3114837628245,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Valley Vet Supply,Standard,Customer,false,false,184.08519150982164,0.0,184.08519150982164,8837.64,0.9791703224492261,5,113.49764250000001,613.6173050327388,3681.7038301964326,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Knopman Marks,Enterprise,Customer,false,false,184.01262293042038,0.0,184.01262293042038,15725.4,0.9882983820487605,5,55.599110833333334,613.3754097680679,3680.2524586084073,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Granum,,Customer,true,false,183.89073861584436,0.0,183.89073861584436,99999.99999600003,0.998161092613768,30,33.42839055555556,612.9691287194812,3677.814772316887,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ritual,Freemium,Customer,false,false,183.86057087348715,0.0,183.86057087348715,0.0,,10,57.04859,612.8685695782905,3677.2114174697426,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Loftus Ranches,Standard,Customer,false,false,183.7680614428047,0.0,183.7680614428047,10.44,-16.602304735900834,8,37.70498638888889,612.5602048093491,3675.361228856094,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Irusiru,Standard,Customer,false,false,183.65642983078197,0.0,183.65642983078197,1403.4,0.8691346516810732,3,14.865485833333334,612.18809943594,3673.1285966156393,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
AnalystHub,Enterprise,Customer,false,false,183.6218706523799,0.0,183.6218706523799,217.2,0.15459543898535955,2,14.931387222222224,612.0729021745997,3672.4374130475976,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Media Bridge Advertising,Standard,Customer,false,false,183.60579529670855,0.0,183.60579529670855,8571.96,0.978580651881634,24,100.22381277777777,612.0193176556952,3672.1159059341708,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Kiss Products,BCF,Customer,false,false,183.58483448868145,0.0,183.58483448868145,65418.24,0.9971936751204453,12,106.00093305555558,611.9494482956048,3671.696689773629,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ClearPivot,Freemium,Prospect,false,false,183.48555928356643,0.0,183.48555928356643,0.0,,4,56.409272222222214,611.6185309452214,3669.7111856713286,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
eda,Freemium,Prospect,false,false,183.3403803237327,0.0,183.3403803237327,0.0,,4,41.35103888888889,611.134601079109,3666.8076064746538,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
KU Endowment,Standard,Customer,false,false,183.04219000253886,0.0,183.04219000253886,8031.24,0.9772087261739733,3,17.569240555555556,610.1406333417963,3660.843800050777,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"kencko Foods, Inc",Standard,Customer,false,false,183.02422704253442,0.0,183.02422704253442,367.56,0.5020561893499444,2,63.722741944444444,610.0807568084481,3660.484540850688,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Neo,Freemium,Prospect,false,false,182.53251992953338,0.0,182.53251992953338,0.0,,3,16.046020000000002,608.4417330984446,3650.6503985906675,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
meez,Standard,Customer,false,false,182.0610512579599,0.0,182.0610512579599,19896.24,0.9908494745108644,11,65.92184305555556,606.8701708598663,3641.221025159198,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Rewind,Standard,Customer,false,false,181.9615177229835,0.0,181.9615177229835,15394.68,0.9881802338390285,11,51.59774749999999,606.538392409945,3639.23035445967,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
SiSU_Health_UK,Enterprise,Customer,false,false,181.8993780243067,0.0,181.8993780243067,144.72,-0.2569055971828822,2,13.001379722222222,606.3312600810224,3637.987560486134,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Showbie,Freemium,Prospect,false,false,181.89093826333328,0.0,181.89093826333328,0.0,,13,43.45437166666665,606.3031275444444,3637.8187652666657,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Halmar International, LLC",Standard,Customer,false,false,0.0,181.14544778473112,181.14544778473112,6015.0,0.9698843810831702,5,26.01955388888889,603.8181592824371,3622.9089556946224,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Happy,Standard,Customer,false,false,0.0,181.10891891156243,181.10891891156243,0.0,,2,47.894135277777785,603.6963963718748,3622.178378231248,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Green Thumb Industries,Standard,Customer,false,false,181.1046848760124,0.0,181.1046848760124,10531.799999999997,0.9828040140454611,19,92.53361333333334,603.6822829200414,3622.093697520248,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
JS_Analytics,Freemium,Prospect,false,false,180.85302438173798,0.0,180.85302438173798,0.0,,2,50.39942222222223,602.8434146057933,3617.0604876347593,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CDP,Standard,Customer,false,false,180.55012668730512,0.0,180.55012668730512,873.0,0.793184276417749,5,27.751148611111113,601.8337556243505,3611.0025337461025,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Heavybit,Standard,Customer,false,false,180.539584211463,0.0,180.539584211463,2136.7199999999993,0.9155062038023405,10,72.61503916666666,601.79861403821,3610.7916842292598,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
GMO NIKKO Inc.,Standard,Customer,false,false,180.47328156537242,0.0,180.47328156537242,2588.5200000000004,0.930279355938771,33,66.12936888888889,601.5776052179081,3609.4656313074483,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Yardzen,Standard,Customer,false,false,180.45767838836565,0.0,180.45767838836565,4981.68,0.9637757386286623,11,71.86672611111109,601.5255946278855,3609.153567767313,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
APWU Health Plan,Enterprise,Customer,false,false,180.4563004991214,0.0,180.4563004991214,25399.08,0.9928951638996719,11,63.77809638888889,601.521001663738,3609.1260099824276,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Rush Street Interactive, LLC",Enterprise,Customer,false,false,180.3778777784584,0.0,180.3778777784584,18681.959999999995,0.9903448097641544,5,98.32610444444444,601.2595925948614,3607.557555569168,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
DataFlik,Standard,Customer,false,false,180.10982109938692,0.0,180.10982109938692,2405.16,0.9251152434352031,10,113.7991513888889,600.3660703312897,3602.196421987738,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CloudBrains,Freemium,Prospect,false,false,180.07458195245945,0.0,180.07458195245945,0.0,,2,54.210243333333345,600.2486065081982,3601.491639049189,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Platform45,Standard,Customer,false,false,179.85542856896026,0.0,179.85542856896026,2852.039999999999,0.9369379712174583,25,60.96524555555553,599.5180952298675,3597.108571379205,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
GR0,Standard,Previous Customer,false,false,179.81889584948365,0.0,179.81889584948365,20180.280000000002,0.991089375576083,11,63.04578638888889,599.3963194982789,3596.377916989673,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ZYXEL Taiwan (Main Account),Standard,Customer,false,false,179.80588298320288,0.0,179.80588298320288,5636.28,0.9680984828675646,2,37.05490555555555,599.352943277343,3596.1176596640576,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
